,Height
1622,69.98313746
42,65.27034552
3344,68.50781172
2693,67.08755188
3343,66.03017594
971,71.81390356
3468,70.01436548
522,68.92333665
417,69.80990157
762,65.66595856
657,68.7634637
3031,68.99207862
704,67.40540788
732,67.7282199
2498,68.72052925
3186,70.9014608
944,70.81126171
2216,68.14476095
3349,70.02011248
2408,68.46437409
1806,70.82560268
1018,66.99786196
1469,70.17260936
907,68.89341765
1693,66.70347964
2791,68.45675437
272,71.23391139
1493,73.9953112
519,69.56022893
814,64.7742374
818,68.93635758
734,68.61948497
1522,69.77275692
1638,68.10921459
3394,68.79342511
2716,65.90308782
3094,74.44660762
3483,66.71395004
1700,71.6576596
1121,67.17791659
2176,69.14227294
1914,65.69282981
3046,65.23963503
3301,69.94097302
1883,71.09427331
2592,68.74245754
379,64.67107555
2251,64.48539029
343,71.52684881
2148,70.76459833
2144,71.472998
2566,70.04141692
1942,59.98186507
1803,70.86876641
3293,67.67385858
2536,70.31094431
1261,66.38977872
3474,64.2178241
2012,68.82198029
1424,67.53165705
1594,70.47416139
2965,69.50818174
232,76.02134748
794,66.25215051
1706,66.70498045
3388,66.7172738
1820,72.05664499
2562,72.43261756
2405,72.39194027
2559,67.59396229
112,71.6070858
999,67.6666641
2265,68.26658679
1582,69.94155395
2547,67.42424017
3467,71.47205507
2982,68.30453594
225,70.22492333
1042,72.86758744
1192,71.08480384
3237,68.41998276
2937,70.4389286
1449,69.5595272
2445,66.44641974
1763,66.01759167
1666,68.84630982
2588,66.7379274
2376,68.95371945
2843,70.44071308
848,66.29972587
621,68.35442896
2141,68.04146071
213,70.82085671
770,73.12239315
337,70.40351683
803,70.40400168
2260,68.23588615
2666,71.15471676
1182,74.75875244
1168,65.40287453
36,69.07617117
105,68.73298815
362,64.95507833
850,71.0323852
1740,66.91633531
2804,61.67848102
2806,62.4768027
2413,73.02420563
856,73.7579983
1465,70.73206043
3310,74.84287462
2953,71.00674868
565,61.75400983
249,71.60656421
2524,65.99646426
1474,68.88689528
2829,70.85919069
2502,71.16501786
317,69.38099479
1200,64.68669106
1107,70.55500396
2278,70.28873874
652,67.14466735
70,69.28950996
1667,69.56662234
2658,72.73178767
1174,67.27719753
1088,71.45441131
2919,70.35852191
3452,71.6753934
410,68.76245756
3363,70.27258232
2386,66.40239707
1025,68.19608778
2091,64.25974739
539,67.17202444
601,67.11556435
1332,65.82778663
3013,67.44865627
3315,69.26790231
1434,69.3049776
2219,65.93735194
2465,68.78713427
3221,64.76656601
837,72.98717143
3193,72.7266202
1627,69.25237481
806,62.07863519
882,68.89009494
1484,75.57243874
3443,70.79063218
637,73.09647798
423,70.61574398
727,63.40042323
3015,72.44521272
1996,72.61046888
376,67.2472352
524,70.45563306
2486,71.53605608
2523,66.24281665
150,67.47935176
3109,66.6952964
1580,70.99273457
1949,74.43050131
1774,64.44838768
626,63.8983382
3029,68.84301209
3002,66.52826617
3323,61.8903595
1845,68.64407033
143,67.43212021
717,63.61871729
2574,73.18107491
2631,65.07178455
3023,73.60910652
566,62.48067131
1880,64.03168839
2488,65.33533475
1155,68.49107214
2222,71.72961129
1431,67.56586373
3219,69.62855658
2171,65.32533032
2186,67.42751473
879,65.29891515
1075,69.06408861
2780,67.78633303
624,71.71112479
3426,70.39687903
2832,67.50006718
3472,65.55975419
1366,68.30102218
2230,67.67198445
617,65.51073389
1324,68.38330719
1982,66.51858876
690,67.27784728
3278,69.62291705
2288,68.78387283
1689,63.09448322
1350,73.57328408
3316,68.82445154
2506,66.47328059
2729,72.08703157
1830,66.53435218
1686,72.31477541
1692,72.0057094
465,71.05863335
1187,65.25247915
1191,70.06468847
145,70.51585969
2254,71.41075432
2880,70.43473903
324,70.92184441
2705,67.78938051
1762,66.80071892
706,68.37757989
714,69.79388789
1834,70.80440883
3366,65.50482269
1111,68.97041418
2127,71.10345526
901,71.23052856
687,70.45214074
2214,68.20968309
1630,71.47138723
2277,66.62273938
3445,69.7032216
2499,68.31234188
1939,71.16515427
1824,69.49493766
2788,68.09296485
100,70.05217747
290,74.78571432
2492,69.26029154
878,74.46498854
1455,67.59189464
3125,68.30937446
2787,68.57268425
391,65.57577154
86,66.59619654
2283,71.84327864
2714,70.28008648
1275,67.10453999
1523,70.88614442
2958,71.77374399
475,66.54148202
1694,63.57141145
1295,69.89595731
2092,62.41843392
2836,70.85934683
3050,69.19182443
1137,69.51565854
2072,65.43804252
1235,71.9674817
832,64.47474696
3241,69.39499177
591,73.78663644
3477,66.69960604
3021,71.41433682
1620,68.11567166
3104,69.49152342
1635,74.45849777
109,67.60910494
1160,67.31149854
222,66.80584984
1052,71.33392078
1311,67.40761496
2770,69.3803027
2103,64.124767
3479,72.58737482
253,71.54849571
1072,68.32298231
1619,70.35461686
1492,66.93862649
2690,63.230812
545,65.09265639
2525,67.51676785
949,74.54513694
1571,71.84804499
843,68.28763703
63,66.99688275
413,65.87915656
2432,73.5135949
3022,68.9146226
884,69.86074638
451,70.48544817
1258,67.25589414
656,68.41046282
1879,68.93958288
1581,71.94240892
1486,73.42450966
1485,70.34093646
1327,70.75264698
2417,63.15427226
2737,66.29919303
2267,70.32469964
77,72.24516548
2069,68.08592074
2808,69.69340801
869,67.69710365
2468,61.67540676
2247,69.77066855
450,69.67012402
3209,68.68893071
1019,66.0297085
1560,69.94498603
2959,60.93623604
1979,63.11825358
696,68.54111605
1741,71.69388059
811,67.81460188
3284,70.95699006
3469,74.40319926
910,69.2081082
1521,73.27818363
1049,70.11514441
505,70.19122448
3329,65.73781212
3303,73.20534236
405,72.84494786
2365,68.89452931
183,66.59215711
3168,67.11010034
3373,71.1609047
1876,68.61211617
1717,69.33829795
609,72.83673969
2674,71.7655592
2033,73.98669002
2533,69.14877531
2326,75.99336033
1968,69.21363249
2678,71.3018407
20,67.91505019
2218,67.51135804
1425,68.61863098
2949,64.82150387
3087,70.1969204
1590,70.75219758
2224,72.85807963
327,69.47874412
2754,68.52125026
3270,67.61919626
2518,71.99317364
1874,69.61776378
2537,68.39519172
3471,64.04262473
266,68.34684231
1890,71.70111636
2663,65.59430176
1756,70.47367765
2178,69.45413595
865,70.37112335
3437,71.67805468
3368,72.31817209
489,64.58878167
606,64.52730263
3265,61.32850178
3212,69.51564045
2464,70.8468214
1738,67.65252997
152,70.84406242
889,69.25071385
3430,69.59117983
2897,70.64713915
2327,65.73996121
3082,72.31126088
269,68.49081272
96,71.70123402
2258,68.53658272
2617,69.24444557
964,73.7888849
1799,71.40851816
871,71.42757519
1572,69.11765738
532,69.64190618
1067,72.65899957
1099,71.42394644
2760,72.56422057
2125,70.2450922
2311,71.72349062
715,66.47184446
2197,71.37918001
3442,70.43570141
1538,69.6329393
3449,72.26832264
469,64.98045629
564,65.29243478
1798,72.17355644
461,66.67678112
1277,72.38530097
2944,67.89481224
1795,67.35327101
1869,65.64191854
1393,68.34236491
1345,71.77574885
695,70.67969103
1175,72.12491003
1752,67.39264099
928,69.9822195
3374,65.07775246
1214,66.72991606
2634,65.75939892
1372,65.34320327
243,69.05138548
3159,65.37643501
2799,68.06191397
1679,65.77401201
3351,70.01377974
1312,66.09757603
648,70.92419443
3238,67.3967832
2643,74.14110828
313,67.88055919
2981,69.74159588
155,69.30840288
1303,71.24291865
1150,71.96301518
3047,69.50122288
1801,65.83816921
1046,71.75812504
1640,70.82143149
1306,64.60104553
1927,74.8609076
1495,72.77160282
25,68.1440328
2244,68.0034638
3136,68.15631187
15,67.6456197
1321,70.85092011
883,73.03840861
2669,67.71839337
1360,67.01471757
1844,73.18775885
3098,70.83987238
1612,67.65084421
3115,68.73324896
497,68.87470662
2840,66.63140176
3012,67.94278509
515,63.19653037
3463,66.34274252
1478,68.63079652
1411,69.89540376
1095,67.06830402
542,68.88599177
2504,68.16192501
633,73.40405852
431,72.22761616
2675,71.15352385
728,68.39971912
1288,68.40086738
2257,69.34647389
316,71.7052725
1920,63.05530147
2561,71.27332641
1337,72.67399365
2877,70.08775314
319,69.45337621
1031,69.28503609
3465,68.20584261
2025,68.03773355
2189,67.12613559
1110,71.75142255
1888,68.87912739
1527,70.7986267
753,69.88955858
3049,68.4994407
3287,69.23705155
2628,70.4157304
562,66.94445374
2446,68.87487616
668,69.52555131
252,65.92942171
2955,67.16702152
2516,66.10603795
2962,67.83760801
357,69.00825946
1278,70.58261033
1300,68.14307845
1202,64.73708904
3353,69.77668671
3462,68.42937237
2556,66.10890245
2797,71.05091844
129,66.24289834
144,69.47110603
960,71.4716749
2895,71.38257685
2763,68.45706108
905,66.53981222
1096,75.99995705
235,70.55524376
1061,70.26935973
